budget_user_id,month_year,group,budget_user_name,Zaposlitve,Bruto placa,NA1,C,NA2,D,NA3,E,NA4,NA5,NA6,I,NA7,J,NA8,O,NA9
68225,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OŠ SLIVNICA PRI CELJU,66,92.261,1.398,5.957,90,3.552,54,0,0,0,0,5.616,85,0,0,0,0
68233,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA BLAŽA KOCENA,39,60.748,1.558,3.867,99,2.916,75,0,0,0,0,3.982,102,0,0,0,0
68241,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA PLANINA PRI,29,44.524,1.535,2.524,87,2.113,73,0,0,0,0,2.709,93,0,0,0,0
68250,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OŠ HRUŠEVEC ŠENTJUR,67,115.637,1.726,7.407,111,6.343,95,730,11,0,0,6.814,102,0,0,0,0
68268,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OŠ FRANA METELKA ŠKOCJAN,100,155.287,1.553,8.785,88,6.823,68,0,0,0,0,9.321,93,20,0,0,0
68276,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OŠ ŠKOFJA LOKA-MESTO,115,191.954,1.669,9.943,86,8.304,72,0,0,0,0,10.712,93,0,0,0,0
68284,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OŠ CVETKA GOLARJA,108,189.364,1.753,11.149,103,11.746,109,0,0,0,0,9.513,88,693,6,0,0
68292,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OŠ IVANA GROHARJA,94,155.298,1.652,8.592,91,7.479,80,0,0,0,0,8.552,91,15.306,163,0,0
68306,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA ŠKOFLJICA,151,263.733,1.747,13.802,91,13.739,91,1.193,8,0,0,18.708,124,519,3,0,0
68314,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA ŠMARJE PRI JELŠAH,143,257.626,1.802,14.971,105,14.555,102,0,0,0,0,14.836,104,519,4,0,0
68322,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",Osnovna šola bratov Letonja,81,121.003,1.494,6.868,85,4.569,56,0,0,0,0,7.663,95,0,0,0,0
68357,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",Osnovna šola Štore,90,144.667,1.607,8.573,95,4.492,50,0,0,0,0,9.782,109,0,0,0,0
68365,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA TIŠINA,81,127.588,1.575,7.597,94,6.397,79,0,0,0,0,7.064,87,6.622,82,0,0
68373,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OŠ MOST NA SOČI,110,146.980,1.336,8.666,79,5.713,52,0,0,0,0,9.368,85,346,3,0,0
68381,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA SIMONA KOSA,25,31.669,1.267,1.673,67,1.163,47,0,0,0,0,2.370,95,0,0,0,0
68390,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OŠ FRANCETA BEVKA TOLMIN,124,203.893,1.644,16.141,130,6.382,51,0,0,0,0,11.337,91,0,0,0,0
68403,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA TRBOVLJE,93,170.199,1.830,11.695,126,8.978,97,1.245,13,0,0,9.525,102,346,4,0,0
68411,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA IVANA CANKARJA TRBOVLJE,43,60.883,1.416,3.367,78,2.163,50,0,0,0,0,2.706,63,7.325,170,0,0
68420,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA TONČKE ČEČ,63,109.726,1.742,6.506,103,6.354,101,270,4,0,0,5.353,85,0,0,0,0
68438,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",Osnovna šola Mirna,85,139.381,1.640,8.913,105,8.877,104,0,0,0,0,8.094,95,577,7,0,0
68446,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA MOKRONOG,81,123.073,1.519,6.647,82,4.425,55,458,6,0,0,7.895,97,0,0,342,4
68454,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OŠ DR.PAVLA LUNAČKA,67,85.418,1.275,4.351,65,4.603,69,264,4,0,0,5.504,82,0,0,0,0
68462,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA TREBNJE,150,257.506,1.717,14.887,99,17.440,116,0,0,0,0,14.056,94,7.902,53,0,0
68470,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OŠ VELIKI GABER,61,83.333,1.366,4.135,68,5.017,82,172,3,0,0,4.853,80,693,11,0,0
68489,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA TRZIN,116,168.346,1.451,8.509,73,5.193,45,0,0,0,0,10.583,91,9.242,80,0,0
68497,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA BISTRICA,57,115.398,2.025,7.163,126,7.076,124,0,0,0,0,6.221,109,0,0,0,0
68500,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA TRŽIČ,84,143.064,1.703,9.349,111,9.517,113,0,0,0,0,6.651,79,0,0,0,0
68519,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA KRIŽE,51,94.786,1.859,4.962,97,5.335,105,0,0,0,0,4.828,95,0,0,0,0
68527,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA TURNIŠČE,76,112.953,1.486,7.202,95,3.764,50,0,0,0,0,6.047,80,0,0,0,0
68535,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA ŠALEK,50,95.555,1.911,6.628,133,5.467,109,0,0,0,0,5.306,106,0,0,0,0
68543,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA LIVADA VELENJE,66,116.106,1.759,8.001,121,4.872,74,2.813,43,0,0,5.266,80,0,0,0,0
68551,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OŠ MIHE PINTARJA TOLEDA,63,110.184,1.749,7.237,115,6.817,108,643,10,0,0,5.882,93,346,5,0,0
68560,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OŠ Gustava Šiliha Velenje,76,126.870,1.669,7.741,102,8.211,108,495,7,0,0,6.803,90,519,7,0,0
68578,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OŠ GORICA,74,125.858,1.701,7.396,100,7.094,96,1.217,16,0,0,2.188,30,6.520,88,0,0
68586,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA ANTONA AŠKERCA VELENJE,73,121.794,1.668,7.796,107,5.944,81,0,0,0,0,6.658,91,0,0,0,0
68594,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OŠ MIŠKA KRANJCA VELIKA POLANA,53,64.170,1.211,3.044,57,2.515,47,0,0,0,0,3.826,72,0,0,0,0
68608,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OŠ PRIMOŽA TRUBARJA,130,189.934,1.461,10.946,84,5.992,46,183,1,0,0,13.018,100,577,4,0,0
68616,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",Osnovna Šola Videm,123,184.175,1.497,11.062,90,6.724,55,0,0,0,0,11.954,97,0,0,0,0
68624,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OŠ DRAGA BAJCA VIPAVA,104,160.522,1.543,10.017,96,8.056,77,0,0,0,0,9.305,89,0,0,0,0
68632,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",CIRIUS VIPAVA,212,295.396,1.393,36.725,173,4.712,22,1.315,6,0,0,19.598,92,0,0,0,0
68640,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA VITANJE,52,78.715,1.514,4.830,93,3.853,74,0,0,0,0,3.870,74,346,7,0,0
68659,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA VODICE,90,135.861,1.510,7.577,84,7.618,85,437,5,0,0,7.356,82,0,0,0,0
68667,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OŠ ANTONA BEZENŠKA  FRANKOLOVO,33,47.840,1.450,2.679,81,2.198,67,271,8,0,0,3.023,92,0,0,0,0
68675,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OŠ VOJNIK,106,177.102,1.671,9.631,91,13.055,123,491,5,0,0,11.690,110,0,0,0,0
68683,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA VRANSKO - TABOR,126,202.181,1.605,11.912,95,11.294,90,0,0,0,0,13.076,104,8.320,66,0,0
68691,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA IVANA CANKARJA,173,272.993,1.578,16.233,94,13.116,76,0,0,0,0,16.688,96,5.639,33,0,0
68705,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA LOG - DRAGOMER,109,170.955,1.568,10.073,92,6.713,62,276,3,0,0,9.148,84,5.390,49,0,0
68713,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA VUZENICA,87,107.988,1.241,5.315,61,3.997,46,407,5,0,0,7.973,92,0,0,0,0
68721,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA TONETA OKROGARJA,90,136.427,1.516,7.933,88,6.181,69,0,0,0,0,6.563,73,0,0,0,0
68730,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA IVANA SKVARČE,89,144.292,1.621,8.121,91,5.294,59,1.399,16,0,0,7.054,79,346,4,0,0
68748,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA IVANA KAVČIČA,60,101.371,1.690,5.985,100,4.047,67,502,8,0,0,5.651,94,0,0,584,10
68756,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA ZREČE,74,133.766,1.808,10.124,137,4.999,68,1.426,19,0,0,7.578,102,0,0,0,0
68764,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA GRIŽE,48,94.873,1.977,6.209,129,7.679,160,572,12,0,0,4.722,98,0,0,0,0
68772,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",I. OSNOVNA ŠOLA ŽALEC,84,159.922,1.904,9.866,117,10.093,120,0,0,0,0,7.548,90,865,10,0,0
68780,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA PETROVČE,117,179.397,1.533,11.292,97,7.381,63,838,7,0,0,11.548,99,0,0,0,0
68799,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA ŠEMPETER,46,76.859,1.671,4.989,108,3.056,66,1.487,32,0,0,3.623,79,0,0,0,0
68810,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA ŽELEZNIKI,158,250.557,1.586,14.543,92,7.105,45,0,0,0,0,15.255,97,5.179,33,0,0
68829,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA ŽETALE,35,58.442,1.670,3.471,99,2.445,70,0,0,0,0,4.207,120,0,0,0,0
68837,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA ŽIRI,123,193.308,1.572,11.556,94,5.417,44,0,0,0,0,10.509,85,95,1,945,8
68845,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA ŽIROVNICA,83,132.984,1.602,7.526,91,5.060,61,395,5,0,0,7.199,87,0,0,0,0
68853,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",Osnovna šola Prevole,35,42.568,1.216,2.381,68,1.924,55,124,4,0,0,2.468,71,0,0,0,0
68861,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",Osnovna šola ŽUŽEMBERK,115,155.412,1.351,8.170,71,5.416,47,0,0,0,0,9.349,81,346,3,0,0
68870,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA GLAZIJA,141,230.277,1.633,19.009,135,10.842,77,217,2,0,0,13.992,99,0,0,0,0
68888,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OŠ MILKE ŠOBAR - NATAŠE,52,64.387,1.238,3.631,70,5.924,114,152,3,0,0,3.683,71,0,0,0,0
68896,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA ROJE,78,107.664,1.380,5.795,74,6.505,83,0,0,0,0,5.842,75,519,7,0,0
68934,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA","CENTER ZA IZOBRAŽEVANJE, REHABILITACIJO IN USPOSABLJANJE",254,452.483,1.781,57.352,226,10.643,42,298,1,0,0,32.427,128,0,0,0,0
68942,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA LJUBO ŠERCER,38,41.921,1.103,2.935,77,2.821,74,0,0,0,0,1.790,47,433,11,0,0
68950,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA HELENE PUHAR KRANJ,72,102.796,1.428,7.689,107,4.267,59,0,0,0,0,6.300,88,0,0,0,0
68969,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OŠ DR. MIHAJLA ROSTOHARJA,72,90.383,1.255,6.722,93,3.532,49,0,0,0,0,4.240,59,0,0,0,0
68977,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",DOŠ II LENDAVA,30,42.268,1.409,6.247,208,1.171,39,0,0,0,0,2.464,82,0,0,0,0
68985,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",CENTER IRIS,116,131.829,1.136,8.027,69,3.638,31,246,2,0,0,6.037,52,0,0,0,0
68993,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",ZGN LJUBLJANA,294,478.768,1.628,33.499,114,15.367,52,0,0,0,0,32.139,109,634,2,0,0
69000,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",Center za sluh in govor Maribor,153,257.375,1.682,19.538,128,8.705,57,1.545,10,0,0,15.407,101,9.490,62,0,0
69019,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA GUSTAVA ŠILIHA,176,285.073,1.620,29.094,165,12.469,71,178,1,0,0,20.529,117,0,0,1.321,8
69027,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",MLADINSKI DOM MARIBOR,94,195.050,2.075,45.880,488,1.440,15,0,0,0,0,12.685,135,779,8,0,0
69035,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA IV MURSKA SOBOTA,104,136.438,1.312,12.215,117,5.406,52,140,1,0,0,8.146,78,0,0,0,0
69043,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA KOZARA,79,118.468,1.500,7.264,92,3.044,39,0,0,0,0,7.352,93,0,0,0,0
69051,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA DRAGOTINA  KETTEJA,50,78.921,1.578,6.885,138,1.912,38,0,0,0,0,4.629,93,0,0,0,0
69060,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OŠ STANKA VRAZA,38,46.392,1.221,3.554,94,2.444,64,0,0,0,0,2.294,60,7.101,187,0,0
69078,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",CKSG PORTOROŽ - CCUP PORTOROSE,120,162.978,1.358,12.485,104,3.536,29,1.230,10,0,0,11.214,93,0,0,0,0
69086,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",CUEV STRUNJAN,72,123.707,1.718,13.208,183,3.448,48,0,0,0,0,8.962,124,0,0,0,0
69094,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",Vzgojni zavod Planina,101,173.580,1.719,28.113,278,2.232,22,0,0,0,0,17.312,171,0,0,0,0
69108,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OŠ DR. LJUDEVITA PIVKA,101,154.190,1.527,10.487,104,6.750,67,294,3,0,0,9.221,91,0,0,86,1
69116,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OŠ ANTONA JANŠE RADOVLJICA,73,96.112,1.317,6.988,96,3.903,53,0,0,0,0,6.143,84,0,0,0,0
69124,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA JURIČEVEGA,24,36.686,1.529,2.754,115,2.139,89,586,24,0,0,2.171,90,0,0,0,0
69132,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VIZ III. OSNOVNA ŠOLA ROGAŠKA SLATINA,33,46.420,1.407,2.446,74,2.766,84,0,0,0,0,2.551,77,0,0,0,0
69140,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA ANE GALE,31,34.395,1.110,2.334,75,1.102,36,0,0,0,0,3.100,100,0,0,0,0
69159,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",TRETJA OSNOVNA ŠOLA SLOVENJ GRADEC,43,55.005,1.279,4.967,116,2.459,57,0,0,0,0,3.938,92,0,0,0,0
69167,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OSNOVNA ŠOLA MINKE NAMESTNIK-SONJE,51,81.317,1.594,6.892,135,3.129,61,0,0,0,0,5.500,108,8.753,172,0,0
69183,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",Osnovna šola Jela Janežiča,82,109.096,1.330,7.954,97,2.840,35,0,0,0,0,6.733,82,0,0,0,0
