budget_user_id,month_year,group,budget_user_name,Zaposlitve,Bruto placa,NA1,C,NA2,D,NA3,E,NA4,NA5,NA6,I,NA7,J,NA8,O,NA9
30791,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",ZPTM BREŽICE,26,29.355,1.129,1.321,51,0,0,0,0,0,0,2.932,113,0,0,0,0
30848,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",CENTER ZA MLADE DOMŽALE,5,6.305,1.261,175,35,0,0,0,0,0,0,407,81,0,0,0,0
63037,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",DIJAŠKI IN ŠTUDENTSKI DOM,23,31.336,1.362,3.106,135,578,25,0,0,0,0,0,0,0,0,0,0
63045,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",DIJAŠKI IN ŠTUDENTSKI DOM KRANJ,22,31.708,1.441,2.247,102,956,43,456,21,0,0,2.336,106,0,0,0,0
63053,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",DIJAŠKI DOM TABOR,35,48.324,1.381,5.082,145,1.154,33,384,11,0,0,4.767,136,0,0,0,0
63061,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",DIJAŠKI DOM POLJANE,31,43.047,1.389,4.314,139,616,20,0,0,0,0,4.401,142,577,19,0,0
63070,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",Dijaški dom Vič,32,48.984,1.531,4.671,146,918,29,0,0,0,0,4.127,129,0,0,0,0
63088,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",DIJAŠKI DOM BEŽIGRAD LJUBLJANA,45,70.021,1.556,6.392,142,0,0,2.599,58,0,0,6.065,135,5.352,119,0,0
63096,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",DIJAŠKI DOM IVANA CANKARJA,53,102.568,1.935,10.195,192,5.040,95,1.568,30,0,0,6.744,127,104,2,0,0
63118,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",DIJAŠKI DOM MARIBOR,24,26.111,1.088,3.195,133,547,23,0,0,0,0,2.077,87,0,0,0,0
63126,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",'UM Ĺ TUDENTSKI DOMOVI',68,97.271,1.430,13.562,199,1.130,17,1.648,24,0,0,8.849,130,282,4,0,0
63142,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",Dijaški dom Lizike Jančar,38,47.577,1.252,4.757,125,510,13,0,0,0,0,3.715,98,6.045,159,0,0
63169,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",DIJAŠKI DOM DRAVA MB,38,56.524,1.487,6.268,165,0,0,495,13,0,0,4.004,105,0,0,0,0
63185,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",DIJAŠKI DOM NOVA GORICA,35,44.922,1.283,3.376,96,824,24,283,8,0,0,3.436,98,0,0,0,0
63193,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",DIJAŠKI IN ŠTUDENTSKI DOM NOVO MESTO,36,51.645,1.435,4.158,115,5.358,149,854,24,0,0,3.145,87,0,0,0,0
63215,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",DIJAŠKI DOM PTUJ,14,19.965,1.426,2.586,185,0,0,0,0,0,0,1.252,89,0,0,0,0
63290,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",DRŽAVNI IZPITNI CENTER,73,160.778,2.202,9.739,133,5.960,82,3.588,49,422,6,11.639,159,789,11,0,0
63304,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",Center RS,62,138.735,2.238,7.291,118,6.625,107,0,0,0,0,8.116,131,1.264,20,0,0
63312,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",Zavod RS  za šolstvo,203,510.440,2.514,40.027,197,11.720,58,0,0,382,2,26.326,130,0,0,0,0
63320,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OTROŠKI VRTEC AJDOVŠČINA,190,230.317,1.212,11.171,59,0,0,249,1,0,0,16.548,87,0,0,0,0
63339,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC BELTINCI,68,87.757,1.291,5.811,85,376,6,0,0,0,0,5.792,85,0,0,0,0
63347,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",Vrtec Bled,75,84.636,1.128,3.850,51,330,4,0,0,0,0,6.593,88,2.079,28,0,0
63363,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",Vrtci Brezovica,140,166.244,1.187,9.450,67,1.074,8,356,3,0,0,13.263,95,0,0,0,0
63371,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC MAVRICA BREŽICE,99,129.997,1.313,8.086,82,456,5,0,0,0,0,10.654,108,0,0,0,0
63380,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC ZARJA CELJE,113,149.956,1.327,7.565,67,172,2,220,2,0,0,12.060,107,0,0,0,0
63398,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC ANICE ČERNEJEVE,96,125.649,1.309,6.943,72,0,0,0,0,0,0,11.231,117,0,0,0,0
63401,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC TONČKE ČEČEVE,111,153.842,1.386,10.211,92,443,4,0,0,0,0,12.509,113,1.962,18,0,0
63410,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC MARTIN KRPAN CERKNICA,92,118.752,1.291,6.285,68,430,5,0,0,0,0,9.076,99,288,3,0,0
63428,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC ČRNOMELJ,79,101.037,1.279,5.780,73,0,0,0,0,0,0,0,0,0,0,0,0
63436,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC URŠA,154,180.858,1.174,9.586,62,191,1,251,2,0,0,15.297,99,0,0,0,0
63444,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC DOMŽALE,181,204.724,1.131,11.068,61,471,3,0,0,0,0,16.417,91,5.351,30,0,0
63452,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC DRAVOGRAD,66,77.375,1.172,3.824,58,0,0,0,0,0,0,6.057,92,981,15,0,0
63460,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC MANKA GOLARJA GORNJA RADGONA,76,85.212,1.121,4.083,54,0,0,0,0,0,0,6.610,87,0,0,0,0
63479,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VVZ KEKEC GROSUPLJE,131,186.713,1.425,12.012,92,3.463,26,0,0,0,0,6.723,51,0,0,0,0
63487,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC HRASTNIK,51,67.300,1.320,3.598,71,0,0,0,0,0,0,4.519,89,346,7,0,0
63495,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC IDRIJA,102,128.089,1.256,7.105,70,304,3,0,0,0,0,9.982,98,476,5,0,0
63509,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",Vrtec Ig,80,98.653,1.233,4.853,61,0,0,0,0,0,0,9.142,114,387,5,0,0
63517,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC IVANČNA GORICA,128,164.008,1.281,8.940,70,368,3,444,3,0,0,4.680,37,288,2,0,0
63525,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VIZ VRTEC MAVRICA IZOLA -,103,123.735,1.201,5.838,57,0,0,0,0,0,0,9.116,89,5.698,55,0,0
63533,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC JESENICE,136,170.510,1.254,10.525,77,1.541,11,0,0,0,0,12.066,89,1.039,8,0,0
63541,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC ANTONA MEDVEDA KAMNIK,196,250.127,1.276,14.416,74,767,4,1.112,6,0,0,20.034,102,1.039,5,0,0
63568,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC KOČEVJE,123,155.556,1.265,10.421,85,229,2,0,0,0,0,9.946,81,419,3,0,0
63576,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC SEMEDELA,132,176.577,1.338,10.176,77,0,0,1.978,15,0,0,13.153,100,1.270,10,0,0
63584,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC KOPER,159,202.153,1.271,10.543,66,748,5,0,0,0,0,17.897,113,1.644,10,0,0
63592,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",Giardino dinfanzia DELFINO BLU,47,66.535,1.416,8.812,187,109,2,0,0,0,0,5.139,109,0,0,0,0
63606,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",KRANJSKI VRTCI,328,414.290,1.263,26.839,82,262,1,0,0,0,0,29.717,91,1.904,6,0,0
63614,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",Vrtec Krško,97,124.958,1.288,7.914,82,1.053,11,0,0,0,0,9.472,98,346,4,0,0
63622,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC LAŠKO,101,126.102,1.249,6.639,66,0,0,1.707,17,0,0,10.700,106,0,0,0,0
63649,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC LENDAVA,87,116.835,1.343,14.059,162,468,5,148,2,0,0,7.107,82,0,0,0,0
63657,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC LITIJA,141,168.071,1.192,9.958,71,226,2,0,0,0,0,11.746,83,48,0,0,0
63665,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",Vrtec Vodmat,114,168.450,1.478,11.109,97,0,0,0,0,0,0,13.357,117,174,2,0,0
63673,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC MLADI ROD,143,172.887,1.209,9.404,66,1.191,8,729,5,0,0,14.745,103,693,5,0,0
63681,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC CICIBAN,203,259.586,1.279,13.503,67,2.976,15,0,0,0,0,25.767,127,519,3,649,3
63690,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC JELKA,110,136.230,1.238,7.230,66,2.554,23,0,0,0,0,11.741,107,6.275,57,0,0
63703,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC ČRNUČE,121,159.134,1.315,9.426,78,0,0,887,7,0,0,13.386,111,2.771,23,0,0
63711,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",Vrtec Pedenjped,150,222.351,1.482,15.884,106,944,6,6.549,44,0,0,16.673,111,0,0,0,0
63720,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC JARŠE,97,132.194,1.363,8.112,84,0,0,0,0,0,0,10.670,110,0,0,0,0
63738,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC ZELENA JAMA,158,218.870,1.385,13.429,85,2.044,13,2.408,15,0,0,19.077,121,0,0,616,4
63746,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC OTONA ŽUPANČIČA,153,192.474,1.258,12.064,79,103,1,1.464,10,0,0,18.807,123,519,3,0,0
63754,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC ANDERSEN,149,202.675,1.360,12.471,84,1.151,8,3.027,20,0,0,17.972,121,6.045,41,0,0
63762,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC NAJDIHOJCA,179,228.429,1.276,12.569,70,1.376,8,97,1,0,0,21.260,119,693,4,0,0
63770,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC ŠENTVID,169,201.012,1.189,11.769,70,138,1,1.306,8,0,0,17.387,103,7.771,46,0,0
63789,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",Vrtec Mojca,170,219.268,1.290,13.341,78,319,2,3.036,18,0,0,18.556,109,693,4,0,0
63797,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",Viški vrtci,108,148.626,1.376,8.724,81,0,0,277,3,0,0,13.512,125,5.994,55,0,0
63800,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC LJUTOMER,52,49.542,953,2.944,57,777,15,0,0,0,0,3.777,73,0,0,0,0
63819,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC KURIRČEK LOGATEC,173,192.533,1.113,10.387,60,2.969,17,0,0,0,0,14.372,83,0,0,0,0
63827,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC BORISA PEČETA MARIBOR,100,116.259,1.163,6.849,68,481,5,0,0,0,0,10.742,107,692,7,0,0
63843,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA","VRTEC IVANA GLINŠKA, MB",116,148.945,1.284,8.314,72,4.665,40,0,0,0,0,11.658,100,0,0,0,0
63851,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC JADVIGE GOLEŽ MARIBOR,79,96.495,1.221,5.950,75,467,6,0,0,0,0,7.487,95,6.776,86,0,0
63878,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC TEZNO MARIBOR,97,118.895,1.226,6.853,71,1.073,11,0,0,0,0,11.062,114,0,0,0,0
63886,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC POBREŽJE MARIBOR,149,182.629,1.226,11.046,74,1.223,8,0,0,0,0,17.198,115,1.039,7,0,0
63894,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC JOŽICE FLANDER,102,135.278,1.326,6.599,65,707,7,0,0,0,0,12.761,125,0,0,0,0
63916,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC STUDENCI MARIBOR,127,154.021,1.213,7.451,59,873,7,0,0,0,0,14.093,111,693,5,0,0
63924,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC OTONA ŽUPANČIČA MARIBOR,129,144.945,1.124,7.961,62,1.320,10,0,0,0,0,14.762,114,30.698,238,0,0
63932,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC MEDVODE,131,177.212,1.353,10.026,77,1.302,10,0,0,0,0,14.326,109,0,0,0,0
63940,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC MENGEŠ,74,99.552,1.345,4.764,64,1.493,20,0,0,0,0,7.164,97,0,0,0,0
63959,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",OTROŠKI VRTEC METLIKA,65,76.888,1.183,4.145,64,407,6,0,0,0,0,4.722,73,0,0,0,0
63967,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTCI OBČINE MORAVSKE TOPLICE,73,67.540,925,4.136,57,396,5,0,0,0,0,4.758,65,0,0,0,0
63975,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",JVIZ Mozirje,37,61.752,1.669,3.542,96,3.614,98,0,0,0,0,3.765,102,0,0,0,0
63975,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",JVIZ MOZIRJE OE VRTEC MOZIRJE,50,69.670,1.393,3.450,69,393,8,0,0,0,0,4.278,86,0,0,0,0
63983,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC MURSKA SOBOTA,164,208.437,1.271,12.373,75,0,0,0,0,0,0,15.317,93,0,0,0,0
63991,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",Vrtec Nova Gorica,148,178.723,1.208,10.392,70,814,5,0,0,0,0,13.608,92,0,0,0,0
64009,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC CICIBAN NOVO MESTO,149,188.794,1.267,12.497,84,0,0,154,1,0,0,12.826,86,86,1,0,0
64017,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VZGOJNO IZOBRAŽEVALNI ZAVOD VRTEC ORMOŽ,54,72.712,1.347,4.279,79,438,8,121,2,0,0,5.103,95,5.751,107,0,0
64025,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC LA COCCINELLA PIRAN,26,40.371,1.553,5.477,211,234,9,0,0,0,0,3.027,116,0,0,0,0
64033,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC MORNARČEK PIRAN,35,49.783,1.422,2.995,86,0,0,0,0,0,0,3.610,103,0,0,0,0
64041,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC MORJE LUCIJA,64,77.222,1.207,4.227,66,142,2,0,0,0,0,5.903,92,346,5,0,0
64050,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC POSTOJNA,126,151.296,1.201,6.114,49,1.155,9,421,3,0,0,12.768,101,693,6,0,0
64068,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",Vrtec Ptuj,206,271.423,1.318,17.594,85,3.195,16,0,0,0,0,16.179,79,0,0,0,0
64076,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC PEDENJPED NOVO MESTO,147,187.495,1.275,11.441,78,1.524,10,150,1,0,0,14.059,96,0,0,0,0
64084,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC RADENCI-RADENSKI MEHURČKI,56,61.476,1.098,3.370,60,0,0,0,0,0,0,4.184,75,5.351,96,0,0
64092,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC RADOVLJICA,175,188.887,1.079,10.658,61,0,0,548,3,0,0,13.399,77,2.772,16,0,0
64114,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC RIBNICA,99,106.019,1.071,4.927,50,317,3,0,0,0,0,7.638,77,577,6,0,0
64122,2020-01,"3.1. JAVNI ZAVODI IN DRUGI IZVAJALCI JAVNIH SLUŽB S PODROČJA VZGOJE, IZOBRAŽEVANJA IN ŠPORTA",VRTEC ROGAŠKA SLATINA,95,112.601,1.185,7.352,77,549,6,397,4,0,0,7.572,80,519,5,0,0
